OBJECTID,Latitude,Longitude,Initial Source SIT209 Record Date,Incident Name,Incident Number,100% Contained?,IMT Type Assigned (Highest-level),Geographic Area,New to IMSR,IMSR Post Date (ISO Format),IRWIN ID,IRWIN Fire Discovery Date Time,Most Recent Date Posted Flag,Occurrence,Incident Size (Acres),NWCG UniqueFireIdentifier,x,y
21170,47.079,-116.492,7/22/2023 12:00:00 AM,Tyson,ID-SJS-000358,c,,NRC,,20230801,f060dc81-14ac-48b8-91a9-999f16c894c7,7/21/2023 10:34:00 PM,,LAST,155,2023-IDSJS-000358,-116.492,47.0790000000001
21187,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230801,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,300,2023-AKUYD-000262,-145.999,65.253
21243,42.232,-104.395,7/26/2023 12:00:00 AM,Pine Ridge,WY-GOX-000124,,,RMC,,20230802,bd61d200-a6f3-4a66-b97c-5bb6315b4133,7/25/2023 9:24:00 PM,,LAST,563,2023-WYGOX-000124,-104.395,42.232
21248,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230802,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,300,2023-AKUYD-000262,-145.999,65.253
21260,44.865,-121.22,8/1/2023 12:00:00 AM,Grade,OR-WSA-000068,,,NWCC,y,20230802,9e06b865-c317-4e1e-910e-4c7b40438167,8/1/2023 5:30:00 AM,,ONLY,225,2023-ORWSA-000068,-121.22,44.8650000000001
21264,44.784,-106.141,7/31/2023 12:00:00 AM,Chaffie,WY-SHX-23230148,c,,RMC,y,20230802,b70314b3-eb63-4207-a9b8-6c6916e9a34e,8/1/2023 3:45:00 AM,,ONLY,387,2023-WYSHX-23230148,-106.141,44.784
21290,33.931,-107.295,7/26/2023 12:00:00 AM,Mill,NM-SCD-000353,c,,SWC,,20230803,7a3a72d7-92cb-49fb-a5e8-393daa2fa5e0,7/26/2023 8:18:00 PM,,LAST,590,2023-NMSCD-000353,-107.295,33.931
21308,32.056,-107.659,7/16/2023 12:00:00 AM,Floridas,NM-LCD-000380,,,SWC,,20230803,0587b4f7-fd7f-4814-85c8-0b42c7f0b39f,7/15/2023 12:28:24 AM,,LAST,437,2023-NMLCD-000380,-107.659,32.056
21311,41.096,-113.998,7/27/2023 12:00:00 AM,Bettridge,UT-WDD-200403,c,,GBC,,20230803,05f7a33f-d590-49e6-af75-00a340bc49d5,7/27/2023 8:00:00 PM,,LAST,576,2023-UTWDD-200403,-113.998,41.0960000000001
21315,35.522,-118.897,8/1/2023 12:00:00 AM,East,CA-KRN-035760,c,,OSCC,,20230803,e3496e18-73e9-4c83-ba88-2a0805cc469e,8/1/2023 9:32:00 PM,,LAST,1540,2023-CAKRN-035760,-118.897,35.522
21323,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230803,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,300,2023-AKUYD-000262,-145.999,65.253
21329,32.094,-97.376,7/27/2023 12:00:00 AM,Blum,TX-TXS-232650,c,,SAC,,20230803,b92e0912-b14e-4a9b-95c6-6cda95ff683b,7/26/2023 8:15:37 PM,,LAST,300,2023-TXTXS-232650,-97.376,32.0940000000001
21352,43.116,-118.229,8/1/2023 12:00:00 AM,Corbie,OR-DLS-002387,c,,NWCC,,20230804,,,,LAST,1141,2023-ORDLS-002387,-118.229,43.116
21362,33.292,-110.041,7/29/2023 12:00:00 AM,Beef Corral,AZ-SCA-001144,c,,SWC,,20230804,5486b702-909b-4309-9ac3-f2b74ecce436,7/29/2023 11:10:11 PM,,LAST,461,2023-AZSCA-001144,-110.041,33.292
21377,35.91,-111.993,6/4/2023 12:00:00 AM,Ridge,AZ-KNF-000337,c,,SWC,,20230804,10e07d2a-f330-41dd-a477-dd086545b002,6/5/2023 1:08:00 AM,,LAST,10210,2023-AZKNF-000337,-111.993,35.91
21387,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230804,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,732,2023-AKUYD-000262,-145.999,65.253
21414,31.978,-89.727,8/2/2023 12:00:00 AM,1696 Simpson Hwy 540 East Mendenhall,MS-MSS-009529,c,,SAC,y,20230804,fa5cbc1e-56d9-4a01-8042-1d22c7583442,8/2/2023 7:00:00 PM,,ONLY,150,2023-MSMSS-009529,-89.727,31.9780000000001
21425,47.348,-114.322,7/30/2023 12:00:00 AM,Communication Butte,MT-FHA-000099,c,,NRC,,20230805,848b286e-9e07-421c-b6d5-1450a681c586,7/30/2023 6:36:00 AM,,LAST,1423,2023-MTFHA-000099,-114.322,47.3480000000001
21444,34.889,-113.745,7/29/2023 12:00:00 AM,Pilgrim,AZ-CRD-001087,c,,SWC,,20230805,6a3f56b1-48bd-4be7-859b-855adcd03764,7/30/2023 1:08:48 AM,,LAST,406,2023-AZCRD-001087,-113.745,34.8890000000001
21465,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230805,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,732,2023-AKUYD-000262,-145.999,65.253
21489,34.8,-94.473,8/3/2023 12:00:00 AM,206,AR-OUF-001528,,,SAC,,20230805,ef422dcb-7130-41c7-9e3e-62893e7e9c00,8/3/2023 2:56:31 AM,,LAST,156,2023-AROUF-001528,-94.473,34.8000000000001
21490,30.678,-95.231,8/2/2023 12:00:00 AM,Snowhill,TX-TXS-232715,,,SAC,,20230805,2840177f-cc5c-40c4-94c5-798235afb828,8/2/2023 6:19:00 PM,,LAST,275,2023-TXTXS-232715,-95.2309999999999,30.6780000000001
21496,31.054,-93.807,8/3/2023 12:00:00 AM,Little Cow,TX-TXS-232735,c,,SAC,y,20230805,abab663f-ab24-4d22-8189-9c121ce908a5,8/3/2023 6:40:00 PM,,ONLY,142,2023-TXTXS-232735,-93.807,31.054
21521,44.969,-121.447,7/22/2023 12:00:00 AM,Simnasho,OR-WSA-000063,,,NWCC,,20230806,ee1765c0-6ce0-45f8-9210-ff7e34aa97b7,7/22/2023 1:30:00 AM,,LAST,1280,2023-ORWSA-000063,-121.447,44.9690000000001
21522,42.334,-121.404,7/23/2023 12:00:00 AM,Golden,OR-981S-230203,c,,NWCC,,20230806,29ad6fd0-cec2-4488-b46e-a9503b134a5c,7/22/2023 7:55:00 PM,,LAST,2137,2023-OR981S-230203,-121.404,42.3340000000001
21538,33.606,-109.368,7/28/2023 12:00:00 AM,Corduroy,AZ-ASF-000459,,,SWC,,20230806,93059c37-3cd1-499a-89af-9446b43b07a5,7/12/2023 9:47:41 PM,,LAST,499,2023-AZASF-000459,-109.368,33.6060000000001
21539,33.585,-109.48,8/4/2023 12:00:00 AM,Boundary,AZ-ASF-000610,,,SWC,,20230806,09eb5336-3956-4c5e-a489-08a10d556ddc,7/27/2023 9:37:00 PM,,LAST,130,2023-AZASF-000610,-109.48,33.585
21552,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230806,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,732,2023-AKUYD-000262,-145.999,65.253
21576,27.312,-97.981,8/3/2023 12:00:00 AM,Laguna Larga,TX-TXS-232751,c,,SAC,,20230806,a9350a8b-e1b4-4783-b08b-00b9ba9ec1dc,8/3/2023 9:51:39 PM,,LAST,3950,2023-TXTXS-232751,-97.9809999999999,27.3120000000001
21607,32.022,-108.982,7/31/2023 12:00:00 AM,Granite Gap,NM-LCD-000490,,,SWC,,20230807,a1b9a900-9a4e-46c7-bf72-f0f29977045c,7/31/2023 9:10:46 PM,,LAST,513,2023-NMLCD-000490,-108.982,32.022
21635,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230807,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,732,2023-AKUYD-000262,-145.999,65.253
21677,34.62,-112.154,7/21/2023 12:00:00 AM,Grapevine,AZ-PNF-000991,c,,SWC,,20230808,76dd2dfc-8231-4335-b0b0-0cbf7894ba3e,7/21/2023 10:48:00 PM,,LAST,1049,2023-AZPNF-000991,-112.154,34.6200000000001
21693,32.746,-105.753,7/25/2023 12:00:00 AM,Apple Tree,NM-LNF-000586,c,,SWC,,20230808,41bd6554-0d99-4c56-b97e-90241cba6ac2,7/19/2023 1:30:00 AM,,LAST,368,2023-NMLNF-000586,-105.753,32.746
21727,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230808,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,732,2023-AKUYD-000262,-145.999,65.253
21748,33.475,-116.725,7/28/2023 12:00:00 AM,Bonny,CA-RRU-109851,,,OSCC,,20230808,bd1cce01-5e88-4ed7-a146-5fbbc6524c8f,7/27/2023 9:52:10 PM,,LAST,2322,2023-CARRU-109851,-116.725,33.4750000000001
21754,30.578,-103.93,8/6/2023 12:00:00 AM,Red Barn 7,TX-TXS-232845,c,,SAC,,20230808,15e9afbf-53e4-47c1-ad62-021d4c6e567e,8/5/2023 10:12:11 PM,,LAST,490,2023-TXTXS-232845,-103.93,30.578
21759,48.101,-118.544,8/6/2023 12:00:00 AM,Agency Butte,WA-COA-230118,c,,NWCC,y,20230808,,,,ONLY,661,2023-WACOA-230118,-118.544,48.1010000000001
21799,47.828,-109.141,8/1/2023 12:00:00 AM,Black Butte,MT-NCD-000169,c,,NRC,,20230809,5fbb7ad7-775c-4b27-9b27-734b9784d900,8/1/2023 6:58:00 PM,,LAST,460,2023-MTNCD-000169,-109.141,47.828
21823,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230809,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,732,2023-AKUYD-000262,-145.999,65.253
21844,35.786,-117.888,8/5/2023 12:00:00 AM,No Name,CA-CDD-011021,c,,OSCC,,20230809,dacbb7fe-2e2d-42ff-8d7b-a952f0ccacaf,8/5/2023 6:29:00 PM,,LAST,1120,2023-CACDD-011021,-117.888,35.7860000000001
21845,34.438,-118.326,7/25/2023 12:00:00 AM,Agua,CA-ANF-002390,c,,OSCC,,20230809,5b69db76-d134-4adb-b9fe-02620d4af177,7/25/2023 9:17:00 PM,,LAST,421,2023-CAANF-002390,-118.326,34.438
21855,36.262,-96.301,8/3/2023 12:00:00 AM,PITTS,OK-OSA-001542,c,,SAC,y,20230809,807a4e0e-87fe-4e58-a3d4-3bc46880c43d,8/3/2023 8:45:00 PM,,ONLY,510,2023-OKOSA-001542,-96.301,36.2620000000001
21867,33.094,-109.769,7/29/2023 12:00:00 AM,Treadway,AZ-A3S-231390,c,,SWC,,20230810,ec9d2533-fb32-43e6-b28b-359cec44a911,7/30/2023 1:40:00 AM,,LAST,8400,2023-AZA3S-231390,-109.769,33.0940000000001
21880,36.077,-111.732,7/28/2023 12:00:00 AM,Gold Hill,AZ-NAA-000118,c,,SWC,,20230810,d19e5dcd-06b3-40b3-a6fa-be7570a11a98,7/27/2023 9:02:17 PM,,LAST,6239,2023-AZNAA-000118,-111.732,36.0770000000001
21882,33.406,-108.289,5/21/2023 12:00:00 AM,Pass,NM-GNF-000191,,,SWC,,20230810,07b20491-ec64-4ad5-973c-64237fbb3838,5/19/2023 12:26:00 AM,,LAST,59833,2023-NMGNF-000191,-108.289,33.4060000000001
21918,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230810,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,732,2023-AKUYD-000262,-145.999,65.253
21940,35.592,-119.858,8/6/2023 12:00:00 AM,Almond,CA-KRN-036511,,,OSCC,,20230810,8bf47465-2934-439a-b5d2-36047256714f,8/6/2023 7:51:00 PM,,LAST,5229,2023-CAKRN-036511,-119.858,35.592
21956,31.934,-111.234,8/7/2023 12:00:00 AM,SOTO,AZ-A3S-231485,c,,SWC,,20230811,fafd36cf-8d32-4589-9593-5cdf919972f9,8/7/2023 11:51:00 PM,,LAST,1046,2023-AZA3S-231485,-111.234,31.934
21960,33.541,-103.965,8/7/2023 12:00:00 AM,WHITE LAKE,NM-N5S-000680,,,SWC,,20230811,f2804c53-17ba-4d0e-bb3f-26b72ce23ddc,8/7/2023 2:13:00 PM,,LAST,592,2023-NMN5S-000680,-103.965,33.5410000000001
21996,48.889,-119.47,7/29/2023 12:00:00 AM,Eagle Bluff,WA-NES-001759,,,NWCC,,20230811,12e0d4d9-c1a3-4edb-98dc-d8cc9c6cda4a,7/29/2023 9:03:00 PM,,LAST,16428,2023-WANES-001759,-119.47,48.8890000000001
21997,44.236,-123.028,8/4/2023 12:00:00 AM,Priceboro,OR-772S-000002,,,NWCC,,20230811,dd832aa2-12a3-4375-b7d4-a5a94d21665a,8/4/2023 10:13:00 PM,,LAST,310,2023-OR772S-000002,-123.028,44.236
22009,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230811,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,788,2023-AKUYD-000262,-145.999,65.253
22014,65.493,-142.319,7/26/2023 12:00:00 AM,Judge,AK-UYD-000259,c,,ACC,,20230811,29cd53c0-bede-497a-812d-a7ba8369f124,7/26/2023 11:13:00 PM,,LAST,216,2023-AKUYD-000259,-142.319,65.4930000000001
22015,64.328,-152.586,7/25/2023 12:00:00 AM,Titna,AK-TAD-000225,c,,ACC,,20230811,4b5c64ef-e5ef-4bd7-876b-60f4fb4d2c41,7/25/2023 5:25:00 PM,,LAST,612,2023-AKTAD-000225,-152.586,64.328
22017,65.276,-150.468,7/26/2023 12:00:00 AM,Rock,AK-TAD-000203,c,,ACC,,20230811,ed402936-4179-42fe-b50a-094b5e3a5dbb,7/25/2023 1:18:00 AM,,LAST,402,2023-AKTAD-000203,-150.468,65.2760000000001
22018,64.021,-154.586,7/26/2023 12:00:00 AM,Nowitna,AK-TAD-000223,c,,ACC,,20230811,bea41896-ed55-411d-9539-e751c7adfbe6,7/25/2023 5:17:00 PM,,LAST,191,2023-AKTAD-000223,-154.586,64.0210000000001
22033,37.882,-118.902,7/26/2023 12:00:00 AM,Cowtrack,CA-INF-001075,c,,OSCC,,20230811,23f8f6df-d488-45db-8ed5-1f66336c8d2e,7/20/2023 12:01:05 AM,,LAST,323,2023-CAINF-001075,-118.902,37.8820000000001
22039,27.122,-99.197,8/8/2023 12:00:00 AM,Jennings,TX-TXS-232909,,,SAC,,20230811,1e027382-24f0-4477-93cb-3cb4dd819928,8/7/2023 7:09:44 PM,,LAST,3506,2023-TXTXS-232909,-99.197,27.1220000000001
22040,29.981,-97.989,8/5/2023 12:00:00 AM,Oak Grove,TX-TXS-232834,,,SAC,,20230811,0322320c-1a94-4421-8b43-683d5f7ca9d1,8/5/2023 8:29:42 PM,,LAST,400,2023-TXTXS-232834,-97.989,29.9810000000001
22050,33.974,-98.726,8/10/2023 12:00:00 AM,Mack,TX-TXS-232843,c,,SAC,y,20230811,e8c62098-5016-4d4d-84db-8f5fcbdb51d8,8/5/2023 10:05:07 PM,,LAST,718,2023-TXTXS-232843,-98.7259999999999,33.974
22063,32.376,-110.262,7/29/2023 12:00:00 AM,Wildcat,AZ-GID-000749,c,,SWC,,20230812,fa504662-3566-480f-9d36-d673ed27d634,7/29/2023 7:47:00 PM,,LAST,3050,2023-AZGID-000749,-110.262,32.376
22069,33.54,-108.388,7/18/2023 12:00:00 AM,Divide,NM-GNF-000360,c,,SWC,,20230812,254514c8-2f48-4f68-86cc-32b37d11e2c3,7/13/2023 9:12:11 PM,,LAST,26514,2023-NMGNF-000360,-108.388,33.5400000000001
22070,33.567,-108.597,7/24/2023 12:00:00 AM,Pasture,NM-GNF-000428,c,,SWC,,20230812,a3c2eb0e-a7c9-4fca-8b87-1709f3094e54,7/23/2023 1:54:00 PM,,LAST,8624,2023-NMGNF-000428,-108.597,33.5670000000001
22071,33.71,-108.459,7/20/2023 12:00:00 AM,Davis,NM-GNF-000382,c,,SWC,,20230812,44496634-e4e1-45e6-8a38-f4b345c267fa,7/15/2023 8:07:00 PM,,LAST,6073,2023-NMGNF-000382,-108.459,33.71
22120,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230812,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,788,2023-AKUYD-000262,-145.999,65.253
22126,65.871,-151.936,7/25/2023 12:00:00 AM,Holonada,AK-TAD-000235,,,ACC,,20230812,f4831f1d-f9b7-4a9b-85fd-7e4320aedf33,7/25/2023 11:03:00 PM,,LAST,500,2023-AKTAD-000235,-151.936,65.871
22139,33.4,-98.032,8/9/2023 12:00:00 AM,Craft,TX-TXS-232966,c,,SAC,,20230812,71bc8f63-7efc-4e82-ac5f-45c91da2d5f2,8/9/2023 12:19:12 AM,,LAST,1112,2023-TXTXS-232966,-98.032,33.4
22202,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230813,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,788,2023-AKUYD-000262,-145.999,65.253
22226,37.271,-107.388,8/1/2023 12:00:00 AM,Dry Lake,CO-SJF-000634,c,,RMC,,20230813,160d4fc5-239a-455c-8027-8a1018e7538a,8/1/2023 3:04:00 PM,,LAST,1372,2023-COSJF-000634,-107.388,37.2710000000001
22261,44.756,-118.608,8/12/2023 12:00:00 AM,Ben Harrison,OR-UMF-000392,,2,NWCC,,20230814,ca359cfa-f920-4d7f-9f17-e535564a8741,8/11/2023 10:29:00 PM,,LAST,93,2023-ORUMF-000392,-118.608,44.756
22285,63.754,-144.127,8/7/2023 12:00:00 AM,Sand Lake,AK-TAS-313261,,,ACC,,20230814,c7f5f28a-5aef-45b5-80d8-daed81e46e6a,7/27/2023 12:08:17 AM,,LAST,124,2023-AKTAS-313261,-144.127,63.7540000000001
22295,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230814,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,788,2023-AKUYD-000262,-145.999,65.253
22327,66.717,-156.826,7/25/2023 12:00:00 AM,Lockwood,AK-GAD-000226,c,,ACC,y,20230814,258412c9-c90e-4d7e-8f56-bb916e69ec70,7/25/2023 6:34:00 PM,,ONLY,310,2023-AKGAD-000226,-156.826,66.717
22386,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230815,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,788,2023-AKUYD-000262,-145.999,65.253
22421,30.931,-89.698,8/13/2023 12:00:00 AM,Gobblerhead_road_and_Hwy_43,MS-MSS-009659,c,,SAC,y,20230815,87791955-6eac-4eaf-aa7e-a38cd909adad,8/13/2023 8:30:00 PM,,ONLY,185,2023-MSMSS-009659,-89.698,30.931
22430,45.749,-116.548,8/6/2023 12:00:00 AM,High Range,OR-WWF-000347,c,,NWCC,,20230816,2aa56b50-e73d-4c03-837f-d8488de71632,8/6/2023 5:22:49 PM,,LAST,750,2023-ORWWF-000347,-116.548,45.7490000000001
22442,47.522,-114.415,7/30/2023 12:00:00 AM,Middle Ridge,MT-FHA-000098,,,NRC,,20230816,0b1745ad-6550-4db7-af2c-b2911489d037,7/30/2023 6:35:00 AM,,LAST,13000,2023-MTFHA-000098,-114.415,47.522
22482,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230816,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,788,2023-AKUYD-000262,-145.999,65.253
22495,33.414,-98.729,8/11/2023 12:00:00 AM,Campbell,TX-TXS-233077,c,,SAC,,20230816,326775c0-e276-49ab-8b52-ae46b49bd531,8/11/2023 9:01:41 PM,,LAST,8000,2023-TXTXS-233077,-98.729,33.414
22497,29.75,-97.838,8/12/2023 12:00:00 AM,Staples,TX-TXS-233117,,,SAC,,20230816,fd20641e-f6d6-4c66-b9d4-84be29907bfc,8/12/2023 7:17:01 PM,,LAST,332,2023-TXTXS-233117,-97.838,29.7500000000001
22498,33.916,-99.264,8/12/2023 12:00:00 AM,Santa Rosa Creek,TX-TXS-233091,,,SAC,,20230816,fe322574-8d22-4d5a-a01c-4f2be5c106a6,8/11/2023 11:50:47 PM,,LAST,1373,2023-TXTXS-233091,-99.264,33.9160000000001
22499,32.502,-98.516,8/12/2023 12:00:00 AM,Hill,TX-TXS-233060,,,SAC,,20230816,6a63375c-fc25-40a7-a232-0a904bcc05d8,8/11/2023 5:08:55 PM,,LAST,397,2023-TXTXS-233060,-98.516,32.5020000000001
22500,33.934,-98.775,8/12/2023 12:00:00 AM,Burnett 109,TX-TXS-233116,,,SAC,,20230816,e300bde7-544b-4e4a-8fa9-ea0461a0bea2,8/12/2023 7:16:42 PM,,LAST,2126,2023-TXTXS-233116,-98.775,33.934
22501,34.006,-98.621,8/12/2023 12:00:00 AM,Hawkeye,TX-TXS-233105,,,SAC,,20230816,ff5d6665-3822-4506-80b9-d98ed81fe62b,8/12/2023 5:10:38 PM,,LAST,2150,2023-TXTXS-233105,-98.621,34.006
22502,29.854,-97.722,8/11/2023 12:00:00 AM,Boggy_Creek,TX-TXS-233059,,,SAC,,20230816,7c0cbf86-a414-4465-988a-bc1f3a60e094,8/11/2023 4:26:53 PM,,LAST,229,2023-TXTXS-233059,-97.722,29.854
22503,34.148,-99.791,8/9/2023 12:00:00 AM,Monkey Creek,TX-TXS-233022,,,SAC,,20230816,00c09f40-c3b2-4b68-aa6c-ad573425eeb6,8/9/2023 11:03:33 PM,,LAST,2642,2023-TXTXS-233022,-99.7909999999999,34.148
22504,26.14,-98.315,8/10/2023 12:00:00 AM,Granjeno,TX-TXS-233044,,,SAC,,20230816,07b1314e-a381-42e1-a057-c85ed7465a29,8/10/2023 9:00:05 PM,,LAST,960,2023-TXTXS-233044,-98.3149999999999,26.14
22505,33.712,-99.502,8/9/2023 12:00:00 AM,Cedar Top,TX-TXS-232992,,,SAC,,20230816,73927dff-8d72-43f0-b763-7d3852462209,8/9/2023 7:12:51 PM,,LAST,2308,2023-TXTXS-232992,-99.502,33.712
22506,32.419,-97.57,8/6/2023 12:00:00 AM,Double Back,TX-TXS-232871,,,SAC,,20230816,7064a25b-e93f-470f-b2f3-44070c3fda3c,8/6/2023 7:50:15 PM,,LAST,1320,2023-TXTXS-232871,-97.5699999999999,32.419
22513,35.192,-115.318,7/28/2023 12:00:00 AM,York,CA-MNP-010701,,,OSCC,,20230816,b9e0f397-de63-4b90-b5da-9d04a7d2381b,7/28/2023 7:09:00 PM,,LAST,93078,2023-CAMNP-010701,-115.318,35.1920000000001
22524,46.32,-119.5,8/14/2023 12:00:00 AM,Trinity,WA-SPD-000559,,,NWCC,,20230817,04ca3e70-f373-476a-9a87-241df2c25331,8/14/2023 6:37:56 PM,,LAST,602,2023-WASPD-000559,-119.5,46.3200000000001
22550,34.177,-110.163,7/24/2023 12:00:00 AM,Cottonwood Ridge,AZ-FTA-000555,,,SWC,,20230817,e285aef1-1bfb-4eca-9b50-96c1a0270d99,7/23/2023 9:17:00 PM,,LAST,345,2023-AZFTA-000555,-110.163,34.1770000000001
22551,33.837,-110.374,7/27/2023 12:00:00 AM,Spoon,AZ-FTA-000574,,,SWC,,20230817,c112d87c-2cd7-46b3-84a5-602510b03749,7/24/2023 10:10:28 PM,,LAST,4560,2023-AZFTA-000574,-110.374,33.837
22575,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230817,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,788,2023-AKUYD-000262,-145.999,65.253
22591,30.031,-85.055,8/15/2023 12:00:00 AM,Old_97,FL-FNF-002605,c,,SAC,,20230817,ca34902a-45cd-4a13-ad86-e0d7f6b2a9d6,8/15/2023 5:51:29 PM,,LAST,803,2023-FLFNF-002605,-85.0549999999999,30.0310000000001
22597,41.778,-123.041,8/15/2023 12:00:00 AM,Head,CA-KNF-006988,,1,ONCC,,20230817,22c55899-c613-43fd-9ed3-5830decd9073,8/15/2023 10:41:17 PM,,LAST,3580,2023-CAKNF-006988,-123.041,41.7780000000001
22600,45.43,-107.831,8/15/2023 12:00:00 AM,Coulee,MT-CRA-230489,c,,NRC,y,20230817,cf6338be-e1e7-42af-a625-fd60e2364d1d,8/15/2023 10:14:00 PM,,ONLY,614,2023-MTCRA-230489,-107.831,45.4300000000001
22602,20.771,-156.326,8/8/2023 12:00:00 AM,Pulehu,HI-MAUX-012527,c,,ONCC,y,20230817,3ec4629f-f422-4991-82f3-cdeaa29808cf,8/9/2023 4:00:00 AM,,ONLY,2000,2023-HIMAUX-012527,-156.326,20.7710000000001
22603,41.004,-123.629,8/15/2023 12:00:00 AM,Lone_Pine,CA-SRF-000931,,,ONCC,y,20230817,d91d2fcb-c4c4-4015-a7ac-15b5b7071716,8/15/2023 7:07:00 AM,,ONLY,410,2023-CASRF-000931,-123.629,41.0040000000001
22666,65.253,-145.999,7/29/2023 12:00:00 AM,Crooked,AK-UYD-000262,,,ACC,,20230818,0b20c5d1-7dbc-4b97-a4e0-e677f1d84a52,7/27/2023 1:19:00 AM,,ONLY,788,2023-AKUYD-000262,-145.999,65.253
22673,65.187,-151.16,7/25/2023 12:00:00 AM,Jordan,AK-TAD-000204,,,ACC,,20230818,aaf51ea9-5f2a-4e1a-b88d-909b73ba00d8,7/25/2023 1:35:00 AM,,LAST,1627,2023-AKTAD-000204,-151.16,65.1870000000001
22674,63.735,-154.054,7/25/2023 12:00:00 AM,Browns,AK-TAD-000241,,,ACC,,20230818,0bd4a18f-09a1-481d-a2d0-8ae6b0a54523,7/26/2023 12:20:00 AM,,LAST,52,2023-AKTAD-000241,-154.054,63.7350000000001
22675,65.646,-152.465,7/25/2023 12:00:00 AM,Dagislakhna,AK-TAD-000232,,,ACC,,20230818,31371b58-29d0-4185-a784-54323b02a29f,7/25/2023 10:52:00 PM,,LAST,160,2023-AKTAD-000232,-152.465,65.6460000000001
22680,34.409,-111.334,8/7/2023 12:00:00 AM,Brady,AZ-A4S-231468,,,SWC,,20230818,a5367bdc-5156-4a81-b3fe-802656f001d4,8/6/2023 9:35:00 PM,,LAST,264,2023-AZA4S-231468,-111.334,34.409
22691,37.763,-119.56,7/15/2023 12:00:00 AM,Pika,CA-YNP-000050,,,OSCC,,20230818,7fe57edc-93c7-47c1-bae2-f902d1954569,6/29/2023 4:20:00 PM,,LAST,840,2023-CAYNP-000050,-119.56,37.763
22692,40.643,-123.653,8/17/2023 12:00:00 AM,Pilot,CA-SRF-000932,,,ONCC,y,20230818,98c24bdb-7de2-4f9d-9aa9-2e8511de2b22,8/15/2023 8:04:00 AM,,ONLY,500,2023-CASRF-000932,-123.653,40.643
